C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,GEO_ID,NAME
345118,2354,163195,1479,130215,1427,103519,1493,2116,289,101403,1488,96172,1533,5231,559,26696,1175,32980,523,8094,445,7702,416,392,165,24886,631,181923,1567,136873,1493,101484,1471,375,133,101109,1487,96964,1449,4145,497,35389,1257,45050,610,6588,460,6373,465,215,68,38462,687,5001600US4401,"Congressional District 1 (116th Congress), Rhode Island"
376548,2227,181333,1392,144311,1297,117242,1313,401,159,116841,1336,110306,1397,6535,703,27069,1203,37022,511,9610,546,9300,544,310,89,27412,707,195215,1430,147301,1363,111715,1437,72,56,111643,1428,107062,1502,4581,409,35586,1362,47914,588,7639,502,7491,501,148,71,40275,720,5001600US4402,"Congressional District 2 (116th Congress), Rhode Island"
482194,1992,234182,1404,180008,1442,151953,1531,7293,877,144660,1751,139615,1716,5045,599,28055,1162,54174,449,12768,612,12507,608,261,133,41406,684,248012,1142,185183,1021,134668,1841,892,299,133776,1856,128819,1833,4957,535,50515,1738,62829,533,9182,682,8956,665,226,83,53647,728,5001600US4501,"Congressional District 1 (116th Congress), South Carolina"
406396,1497,198727,1097,157684,992,129172,1286,5366,526,123806,1239,118349,1325,5457,482,28512,1022,41043,346,8827,446,8641,444,186,73,32216,510,207669,1055,157761,967,110542,1244,1510,318,109032,1223,103709,1340,5323,609,47219,1256,49908,356,6523,403,6410,406,113,60,43385,513,5001600US4502,"Congressional District 2 (116th Congress), South Carolina"
437498,1751,212756,1102,164587,1058,124801,1474,362,125,124439,1501,118410,1599,6029,589,39786,1252,48169,352,8217,483,8076,467,141,68,39952,580,224742,965,166745,958,108943,1418,69,57,108874,1416,103358,1493,5516,547,57802,1282,57997,338,6269,488,6056,476,213,97,51728,646,5001600US4503,"Congressional District 3 (116th Congress), South Carolina"
434183,1903,209812,1146,167061,1073,135904,1381,249,95,135655,1374,130301,1290,5354,524,31157,1147,42751,385,9517,548,9383,552,134,66,33234,583,224371,1146,170573,1052,119416,1663,11,14,119405,1667,114410,1660,4995,571,51157,1622,53798,400,6984,467,6749,454,235,111,46814,566,5001600US4504,"Congressional District 4 (116th Congress), South Carolina"
397083,1417,191735,889,150802,857,120166,1161,2357,381,117809,1215,112453,1244,5356,488,30636,980,40933,255,7974,539,7681,506,293,141,32959,596,205348,901,155178,899,105528,1382,319,101,105209,1397,99332,1401,5877,612,49650,1483,50170,266,5957,468,5852,458,105,63,44213,535,5001600US4505,"Congressional District 5 (116th Congress), South Carolina"
217549,2217,110269,1525,88086,1541,62167,1309,3835,426,58332,1299,55656,1346,2676,334,25919,1078,22183,571,4566,374,4489,377,77,36,17617,656,107280,1566,80734,1351,51626,1256,756,224,50870,1298,48415,1283,2455,374,29108,1038,26546,721,3553,327,3450,332,103,72,22993,724,5001600US4506,"Congressional District 6 (116th Congress), South Carolina"
409904,969,196265,598,140791,576,107475,1074,262,127,107213,1072,100594,1224,6619,763,33316,1116,55474,153,10498,497,10264,517,234,102,44976,532,213639,594,149553,581,99229,1544,17,20,99212,1541,93478,1411,5734,540,50324,1541,64086,188,7915,557,7650,559,265,101,56171,586,5001600US4507,"Congressional District 7 (116th Congress), South Carolina"
589877,821,295070,620,232951,615,199546,1104,2012,293,197534,1131,191866,1220,5668,583,33405,902,62119,89,17649,622,17475,620,174,86,44470,623,294807,500,222426,489,177517,1350,202,81,177315,1352,173722,1366,3593,416,44909,1246,72381,169,13652,644,13438,632,214,130,58729,645,5001600US4600,"Congressional District (at Large) (116th Congress), South Dakota"
559239,1213,270622,738,207595,718,149975,1588,203,99,149772,1590,141028,1609,8744,756,57620,1441,63027,174,10686,541,10330,537,356,99,52341,531,288617,712,211871,683,137431,1682,9,15,137422,1683,129695,1878,7727,818,74440,1839,76746,211,9757,634,9591,630,166,82,66989,666,5001600US4701,"Congressional District 1 (116th Congress), Tennessee"
549184,1091,264410,744,209471,706,164634,1394,431,157,164203,1382,157280,1418,6923,576,44837,1390,54939,231,11801,604,11596,607,205,94,43138,614,284774,642,216241,588,149719,1592,109,69,149610,1582,142952,1608,6658,648,66522,1725,68533,233,9392,551,9045,545,347,141,59141,610,5001600US4702,"Congressional District 2 (116th Congress), Tennessee"
511648,1241,248577,810,194011,729,146749,1644,258,128,146491,1676,138185,1671,8306,731,47262,1511,54566,305,9806,604,9576,596,230,86,44760,695,263071,823,195780,792,128283,1584,66,56,128217,1579,121429,1687,6788,745,67497,1591,67291,288,7897,561,7715,553,182,86,59394,538,5001600US4703,"Congressional District 3 (116th Congress), Tennessee"
532554,1648,259035,1069,211639,1042,168674,1650,408,157,168266,1691,160442,1865,7824,728,42965,1453,47396,323,10565,566,10295,566,270,111,36831,626,273519,1000,215264,1004,145519,1809,17,23,145502,1814,138610,1855,6892,610,69745,1785,58255,290,7707,514,7495,499,212,86,50548,529,5001600US4704,"Congressional District 4 (116th Congress), Tennessee"
428746,1282,208357,789,176725,759,150091,1121,279,102,149812,1107,145230,1178,4582,564,26634,1055,31632,177,9168,534,8984,518,184,86,22464,560,220389,709,178586,671,133734,1340,19,23,133715,1344,129004,1393,4711,576,44852,1247,41803,149,7464,504,7307,505,157,83,34339,495,5001600US4705,"Congressional District 5 (116th Congress), Tennessee"
568559,1298,277129,825,218525,791,170271,1418,585,171,169686,1454,162975,1404,6711,590,48254,1445,58604,190,11109,528,10790,518,319,115,47495,563,291430,796,220974,773,149825,1504,52,40,149773,1514,143372,1607,6401,498,71149,1502,70456,179,8809,533,8588,535,221,85,61647,548,5001600US4706,"Congressional District 6 (116th Congress), Tennessee"
514851,1189,252421,834,205651,818,160034,1220,9229,604,150805,1428,143703,1476,7102,589,45617,1216,46770,207,9354,585,9207,583,147,69,37416,582,262430,789,206010,743,133642,1652,791,212,132851,1621,125656,1653,7195,661,72368,1631,56420,226,6953,446,6725,466,228,93,49467,474,5001600US4707,"Congressional District 7 (116th Congress), Tennessee"
429189,2000,207252,1166,160205,1205,123171,1376,810,179,122361,1372,117478,1353,4883,545,37034,1055,47047,437,11989,549,11672,557,317,104,35058,625,221937,1279,164827,1135,108457,1427,68,49,108389,1428,103789,1444,4600,491,56370,1435,57110,564,8104,557,7961,549,143,68,49006,790,5001600US4708,"Congressional District 8 (116th Congress), Tennessee"
158975,2155,77411,1372,63961,1348,51972,1149,464,127,51508,1130,49705,1140,1803,258,11989,884,13450,450,4021,371,3858,379,163,89,9429,468,81564,1293,61551,1171,43421,1133,49,34,43372,1133,41049,1140,2323,385,18130,974,20013,596,3596,367,3477,346,119,91,16417,612,5001600US4709,"Congressional District 9 (116th Congress), Tennessee"
439387,1641,214242,992,169067,904,129436,1400,187,137,129249,1410,122087,1539,7162,682,39631,1409,45175,325,9232,615,9019,614,213,81,35943,624,225145,1007,170095,935,106533,1723,63,78,106470,1710,101127,1627,5343,661,63562,1700,55050,331,7533,530,7382,511,151,86,47517,624,5001600US4801,"Congressional District 1 (116th Congress), Texas"
425120,5035,211514,2963,178998,2861,152552,2676,127,111,152425,2694,145489,2534,6936,719,26446,1502,32516,828,10297,632,9846,609,451,174,22219,904,213606,3084,172941,2914,119524,2714,115,124,119409,2691,114567,2639,4842,560,53417,1998,40665,1064,8204,578,7990,586,214,113,32461,1155,5001600US4802,"Congressional District 2 (116th Congress), Texas"
465342,2466,228578,1509,194982,1449,169192,1796,173,86,169019,1787,162842,1861,6177,560,25790,1174,33596,431,10920,553,10508,542,412,119,22676,558,236764,1385,193717,1352,137318,1785,27,28,137291,1782,132871,1907,4420,537,56399,1764,43047,473,8467,553,8267,541,200,80,34580,620,5001600US4803,"Congressional District 3 (116th Congress), Texas"
483456,2101,235738,1185,184909,1205,145774,1544,359,230,145415,1502,138611,1459,6804,507,39135,1131,50829,407,11096,546,10653,541,443,157,39733,594,247718,1247,187178,1221,122377,1658,20,29,122357,1653,116892,1699,5465,548,64801,1633,60540,455,8861,660,8731,653,130,49,51679,817,5001600US4804,"Congressional District 4 (116th Congress), Texas"
441162,3371,221460,2326,180640,2291,139134,2328,196,90,138938,2325,133286,2364,5652,562,41506,1133,40820,629,8502,571,8237,569,265,104,32318,775,219702,1760,169997,1668,109381,1595,22,26,109359,1601,104533,1557,4826,575,60616,1449,49705,633,7238,557,7029,553,209,104,42467,759,5001600US4805,"Congressional District 5 (116th Congress), Texas"
403179,3915,195640,2259,162756,2100,135487,1910,389,155,135098,1934,130007,1961,5091,565,27269,1505,32884,789,9295,489,8934,490,361,126,23589,795,207539,2430,166219,2077,115990,1936,53,52,115937,1942,111313,1829,4624,544,50229,1468,41320,828,6558,554,6440,561,118,62,34762,960,5001600US4806,"Congressional District 6 (116th Congress), Texas"
400147,5376,197556,3465,166235,3352,143549,2998,91,77,143458,2993,137332,2744,6126,679,22686,1246,31321,928,11423,675,10996,670,427,187,19898,768,202591,3141,164714,2950,110816,2561,6,11,110810,2563,105853,2512,4957,556,53898,1817,37877,1065,7734,535,7450,525,284,121,30143,1020,5001600US4807,"Congressional District 7 (116th Congress), Texas"
555728,3422,280159,2146,232544,1866,178861,2467,248,152,178613,2439,171938,2445,6675,878,53683,2122,47615,770,11040,800,10596,787,444,143,36575,903,275569,1855,220610,1665,140609,2448,38,35,140571,2451,134641,2372,5930,891,80001,2161,54959,588,7874,605,7452,585,422,208,47085,769,5001600US4808,"Congressional District 8 (116th Congress), Texas"
214722,4701,107707,2992,94914,2768,81023,2533,30,35,80993,2533,76574,2476,4419,571,13891,1038,12793,640,3737,427,3543,412,194,75,9056,626,107015,2680,91063,2561,58885,2119,0,32,58885,2119,56123,2082,2762,452,32178,1710,15952,828,3200,438,3135,431,65,51,12752,731,5001600US4809,"Congressional District 9 (116th Congress), Texas"
491124,5766,243123,3375,203931,3449,173304,2988,222,142,173082,2967,166054,2836,7028,772,30627,1601,39192,863,10191,655,9906,657,285,93,29001,950,248001,3350,200620,3174,142754,2933,7,11,142747,2933,137085,2773,5662,721,57866,1977,47381,1247,8193,607,7884,606,309,132,39188,1186,5001600US4810,"Congressional District 10 (116th Congress), Texas"
518526,2618,257527,1543,206807,1553,168034,1882,1770,303,166264,1953,159332,1932,6932,627,38773,1355,50720,318,12882,621,12531,610,351,120,37838,656,260999,1473,200782,1378,130510,1849,473,172,130037,1866,124207,1882,5830,664,70272,1834,60217,364,8822,554,8596,539,226,102,51395,654,5001600US4811,"Congressional District 11 (116th Congress), Texas"
507897,4395,243921,2737,202885,2609,169773,2423,1071,266,168702,2430,162142,2500,6560,716,33112,1769,41036,814,10165,630,9824,595,341,118,30871,881,263976,2593,212075,2384,144388,2508,63,62,144325,2513,137052,2455,7273,700,67687,1897,51901,932,7618,528,7324,516,294,133,44283,1012,5001600US4812,"Congressional District 12 (116th Congress), Texas"
476402,1744,239064,1114,194079,1127,151826,1730,4481,649,147345,1774,142093,1812,5252,642,42253,1407,44985,320,11755,533,11500,545,255,90,33230,550,237338,990,182811,925,124029,1337,514,189,123515,1334,117844,1378,5671,561,58782,1448,54527,331,8632,498,8481,491,151,62,45895,637,5001600US4813,"Congressional District 13 (116th Congress), Texas"
427886,2898,217584,1814,180460,1681,138972,2034,516,188,138456,2058,131493,1973,6963,665,41488,1574,37124,470,9182,527,8816,536,366,129,27942,641,210302,1639,166447,1430,106613,1782,34,45,106579,1775,100867,1732,5712,591,59834,1693,43855,526,6064,439,5761,435,303,103,37791,660,5001600US4814,"Congressional District 14 (116th Congress), Texas"
471343,4498,228813,2525,194841,2222,146701,2229,505,166,146196,2256,135302,2304,10894,958,48140,1718,33972,818,6667,543,6469,520,198,83,27305,961,242530,3000,200630,2658,123456,2310,158,85,123298,2308,115971,2288,7327,687,77174,2278,41900,984,5068,474,5006,473,62,44,36832,1002,5001600US4815,"Congressional District 15 (116th Congress), Texas"
450292,3665,216538,2104,184924,2022,145012,2144,9898,788,135114,2226,127635,2184,7479,780,39912,1477,31614,545,6736,529,6526,516,210,90,24878,645,233754,2132,190052,2039,123367,2085,934,252,122433,2143,114607,2112,7826,726,66685,1675,43702,637,5135,489,5043,495,92,51,38567,756,5001600US4816,"Congressional District 16 (116th Congress), Texas"
471017,2786,233777,1722,198047,1774,149647,1959,398,138,149249,1935,143660,1948,5589,670,48400,1295,35730,552,8926,558,8667,541,259,116,26804,704,237240,1853,192941,1754,129709,2077,128,86,129581,2075,124055,2046,5526,691,63232,1940,44299,612,6636,506,6446,486,190,123,37663,659,5001600US4817,"Congressional District 17 (116th Congress), Texas"
289561,4632,150159,3114,135174,2974,110869,2347,50,52,110819,2350,106247,2326,4572,565,24305,1770,14985,810,4360,514,4215,494,145,88,10625,613,139402,2867,122271,2609,78187,2111,0,32,78187,2111,73995,2041,4192,489,44084,1886,17131,838,3286,422,3167,419,119,78,13845,828,5001600US4818,"Congressional District 18 (116th Congress), Texas"
473929,1818,235189,1147,195330,1112,148170,1663,3021,438,145149,1690,138555,1654,6594,709,47160,1596,39859,270,11063,423,10868,405,195,78,28796,472,238740,1093,188608,1041,126896,1696,394,135,126502,1701,121045,1722,5457,515,61712,1788,50132,341,7928,531,7774,524,154,67,42204,598,5001600US4819,"Congressional District 19 (116th Congress), Texas"
512774,4828,248535,3056,215826,2963,169541,2970,3959,464,165582,2997,155264,2896,10318,891,46285,1759,32709,915,7002,564,6749,547,253,107,25707,844,264239,2848,219879,2715,151140,2861,1196,258,149944,2793,140964,2898,8980,979,68739,2048,44360,872,6363,511,6122,521,241,136,37997,954,5001600US4820,"Congressional District 20 (116th Congress), Texas"
576499,3805,280923,3065,225363,2834,184562,2668,1929,314,182633,2736,175618,2705,7015,691,40801,2026,55560,904,15363,793,15043,789,320,109,40197,839,295576,2273,230679,2316,165855,2122,681,171,165174,2118,159754,2103,5420,719,64824,1604,64897,957,10748,615,10426,584,322,133,54149,844,5001600US4821,"Congressional District 21 (116th Congress), Texas"
418696,4860,207211,2892,176986,2741,148411,2718,270,180,148141,2749,141549,2539,6592,844,28575,1267,30225,745,8930,751,8466,754,464,225,21295,896,211485,2634,175748,2413,117374,2152,72,67,117302,2156,112191,2097,5111,765,58374,2126,35737,717,5917,588,5753,580,164,93,29820,814,5001600US4822,"Congressional District 22 (116th Congress), Texas"
481277,4299,240271,2659,200010,2621,149997,2713,3493,556,146504,2541,138623,2571,7881,881,50013,1550,40261,726,9064,693,8674,670,390,212,31197,888,241006,2597,194168,2422,121202,2515,485,146,120717,2523,113797,2400,6920,756,72966,1981,46838,935,6511,603,6411,592,100,73,40327,1093,5001600US4823,"Congressional District 23 (116th Congress), Texas"
415872,3875,203397,2574,173049,2400,151408,2356,95,62,151313,2355,146952,2386,4361,473,21641,1142,30348,790,9868,567,9642,565,226,92,20480,796,212475,2610,173331,2610,129641,2228,27,34,129614,2223,125374,2101,4240,463,43690,1594,39144,1080,8232,591,8005,603,227,103,30912,1096,5001600US4824,"Congressional District 24 (116th Congress), Texas"
514923,3168,252495,2014,206565,1942,167381,1732,7026,571,160355,1800,154174,1846,6181,710,39184,1463,45930,721,11621,594,11429,595,192,73,34309,806,262428,2138,209891,2031,140054,2058,719,231,139335,2069,133170,2126,6165,613,69837,2006,52537,754,7880,533,7788,545,92,64,44657,760,5001600US4825,"Congressional District 25 (116th Congress), Texas"
525327,3056,257098,1965,222633,1844,192690,2028,246,84,192444,2026,185011,2001,7433,687,29943,1065,34465,580,9961,601,9724,591,237,89,24504,641,268229,2075,225993,1976,165531,2344,39,36,165492,2343,158884,2302,6608,678,60462,1687,42236,650,7322,526,7069,508,253,111,34914,729,5001600US4826,"Congressional District 26 (116th Congress), Texas"
495838,2305,242741,1430,195798,1339,154482,1698,1186,218,153296,1672,145478,1788,7818,893,41316,1661,46943,461,11425,669,11065,656,360,153,35518,773,253097,1330,196808,1306,128256,1724,255,139,128001,1705,120379,1634,7622,738,68552,1494,56289,393,7412,554,7155,515,257,131,48877,678,5001600US4827,"Congressional District 27 (116th Congress), Texas"
477290,3945,230310,2674,196120,2476,147044,2445,1127,274,145917,2462,135801,2462,10116,875,49076,1722,34190,715,6795,537,6461,529,334,100,27395,865,246980,2072,203913,1922,122737,2265,217,91,122520,2258,113785,2016,8735,808,81176,2000,43067,846,5034,460,4848,459,186,95,38033,854,5001600US4828,"Congressional District 28 (116th Congress), Texas"
400919,5112,203246,3460,183539,3283,152682,2849,119,84,152563,2855,143631,2654,8932,816,30857,1432,19707,794,4564,521,4404,527,160,74,15143,713,197673,2624,172198,2381,95235,2342,0,32,95235,2342,89007,2306,6228,560,76963,2316,25475,1100,3639,474,3550,472,89,73,21836,935,5001600US4829,"Congressional District 29 (116th Congress), Texas"
279050,3359,140507,2186,125233,2140,101817,1971,48,36,101769,1961,98390,1976,3379,432,23416,1299,15274,700,4111,423,3967,422,144,100,11163,593,138543,2227,119985,2102,74705,1773,7,12,74698,1770,71311,1744,3387,516,45280,1737,18558,716,2676,301,2611,305,65,63,15882,702,5001600US4830,"Congressional District 30 (116th Congress), Texas"
499864,2291,245275,1304,206710,1238,174740,1413,9673,705,165067,1484,156545,1547,8522,836,31970,1189,38565,243,9002,527,8669,504,333,145,29563,570,254589,1449,206742,1361,148129,1938,1237,261,146892,1878,139841,1874,7051,768,58613,1634,47847,306,6724,496,6614,495,110,53,41123,522,5001600US4831,"Congressional District 31 (116th Congress), Texas"
427517,4203,210251,2608,175171,2577,152959,2438,180,97,152779,2445,147888,2501,4891,579,22212,1184,35080,772,12490,631,12160,636,330,110,22590,655,217266,2574,173168,2272,125091,2043,35,32,125056,2042,120349,2020,4707,575,48077,1541,44098,902,9540,587,9222,583,318,153,34558,856,5001600US4832,"Congressional District 32 (116th Congress), Texas"
341587,4929,173252,2819,154995,2665,129746,2416,83,68,129663,2404,124026,2291,5637,549,25249,1220,18257,633,4057,420,3867,412,190,84,14200,575,168335,2880,146419,2603,87282,1917,0,32,87282,1917,80787,1735,6495,628,59137,1717,21916,830,3077,311,3011,313,66,46,18839,811,5001600US4833,"Congressional District 33 (116th Congress), Texas"
487374,2550,237674,1598,198165,1585,138537,1944,595,202,137942,1994,128171,2078,9771,885,59628,1664,39509,608,6810,467,6502,478,308,118,32699,725,249700,1822,199500,1746,118758,1761,128,144,118630,1765,112136,1803,6494,667,80742,1787,50200,649,5670,502,5571,493,99,60,44530,798,5001600US4834,"Congressional District 34 (116th Congress), Texas"
474751,5227,237889,3224,210997,3267,168322,3231,1206,260,167116,3286,159037,3244,8079,821,42675,1773,26892,851,5674,453,5482,443,192,85,21218,706,236862,3089,201670,2923,138910,2691,287,134,138623,2695,131905,2650,6718,758,62760,1711,35192,1036,5440,467,5307,465,133,72,29752,1001,5001600US4835,"Congressional District 35 (116th Congress), Texas"
481059,3590,238456,2307,195784,2202,154373,2261,381,170,153992,2271,144110,2351,9882,757,41411,1582,42672,700,9489,678,8937,669,552,190,33183,807,242603,2146,192790,2011,116227,2193,27,27,116200,2192,108399,2186,7801,784,76563,1955,49813,831,6919,505,6727,491,192,92,42894,815,5001600US4836,"Congressional District 36 (116th Congress), Texas"
500103,1909,250492,1306,215134,1272,182490,1488,1739,298,180751,1538,175025,1559,5726,520,32644,1185,35358,338,8508,491,8366,480,142,61,26850,547,249611,989,210482,968,145559,1597,339,150,145220,1593,140059,1513,5161,478,64923,1559,39129,385,4698,358,4581,356,117,61,34431,461,5001600US4901,"Congressional District 1 (116th Congress), Utah"
489778,3170,244700,2178,199318,2093,165182,2118,307,94,164875,2119,158644,2048,6231,577,34136,1371,45382,509,9970,568,9775,576,195,90,35412,704,245078,1802,194428,1768,135250,2029,102,62,135148,2026,130670,1927,4478,485,59178,1702,50650,688,6229,421,6177,418,52,40,44421,856,5001600US4902,"Congressional District 2 (116th Congress), Utah"
510768,1840,254057,1279,219148,1198,187465,1379,357,106,187108,1397,180472,1472,6636,516,31683,1159,34909,472,9205,487,9029,497,176,69,25704,549,256711,1265,216657,1258,146032,1797,43,45,145989,1794,140932,1741,5057,475,70625,1514,40054,536,5922,391,5821,382,101,55,34132,602,5001600US4903,"Congressional District 3 (116th Congress), Utah"
482937,3208,239390,1947,208583,1884,181278,1761,565,155,180713,1765,174410,1735,6303,642,27305,1278,30807,560,8497,458,8447,454,50,34,22310,645,243547,2121,204594,2030,147324,1957,72,72,147252,1963,142738,1975,4514,495,57270,1620,38953,657,6240,408,6121,407,119,52,32713,674,5001600US4904,"Congressional District 4 (116th Congress), Utah"
494767,487,241609,333,189254,329,150176,1114,492,132,149684,1117,143258,1128,6426,483,39078,1127,52355,72,14911,453,14547,468,364,98,37444,454,253158,322,191167,326,146990,1018,47,48,146943,1020,142510,1063,4433,415,44177,1083,61991,103,11702,446,11454,436,248,107,50289,429,5001600US5000,"Congressional District (at Large) (116th Congress), Vermont"
464030,2414,229259,1555,183981,1532,154954,1657,7886,821,147068,1907,142046,1919,5022,430,29027,1051,45278,422,10623,593,10331,596,292,111,34655,617,234771,1379,182786,1248,133167,1670,619,203,132548,1680,127547,1715,5001,495,49619,1357,51985,444,7815,435,7676,429,139,71,44170,602,5001600US5101,"Congressional District 1 (116th Congress), Virginia"
410530,1706,206873,1339,169970,1307,146412,1439,30893,1296,115519,1563,110405,1593,5114,528,23558,914,36903,331,9512,502,9166,479,346,113,27391,462,203657,1052,157484,974,114503,1303,5586,555,108917,1322,104321,1301,4596,476,42981,1210,46173,325,7233,424,7098,415,135,80,38940,487,5001600US5102,"Congressional District 2 (116th Congress), Virginia"
276392,1760,139045,1211,115325,1195,96135,1291,14224,976,81911,1165,78343,1223,3568,458,19190,835,23720,362,5546,369,5406,374,140,69,18174,397,137347,1145,106397,1029,75658,1076,2529,398,73129,1187,69247,1143,3882,428,30739,1153,30950,470,4516,347,4391,346,125,92,26434,536,5001600US5103,"Congressional District 3 (116th Congress), Virginia"
334101,1985,165386,1355,136236,1288,110180,1577,4865,503,105315,1495,100986,1519,4329,419,26056,1253,29150,401,6828,440,6680,447,148,60,22322,586,168715,1259,132655,1138,95442,1324,881,203,94561,1293,90796,1269,3765,499,37213,1178,36060,481,5286,401,5229,401,57,40,30774,582,5001600US5104,"Congressional District 4 (116th Congress), Virginia"
462464,1411,223493,910,170005,839,129670,1239,735,192,128935,1238,124052,1322,4883,503,40335,1299,53488,327,11333,659,11153,650,180,70,42155,692,238971,829,174007,785,120823,1542,126,98,120697,1563,116179,1651,4518,491,53184,1348,64964,293,9690,449,9471,445,219,97,55274,549,5001600US5105,"Congressional District 5 (116th Congress), Virginia"
521399,1350,250653,918,196334,878,152635,1483,406,124,152229,1446,146167,1578,6062,573,43699,1488,54319,341,11826,607,11613,610,213,94,42493,720,270746,865,202209,777,140712,1444,40,31,140672,1443,134540,1455,6132,581,61497,1544,68537,387,9902,621,9769,621,133,68,58635,646,5001600US5106,"Congressional District 6 (116th Congress), Virginia"
447556,1827,215728,1311,171490,1242,143620,1295,826,192,142794,1342,136666,1406,6128,603,27870,1071,44238,405,11408,583,11151,569,257,95,32830,654,231828,1010,176577,981,129693,1423,86,58,129607,1425,124822,1451,4785,471,46884,1186,55251,473,9244,574,9035,564,209,90,46007,675,5001600US5107,"Congressional District 7 (116th Congress), Virginia"
414673,3125,206695,2064,175417,2020,158428,1991,8295,625,150133,2034,145746,1965,4387,491,16989,861,31278,553,10184,517,9963,516,221,94,21094,591,207978,1593,171129,1571,138277,1681,1855,251,136422,1729,132590,1700,3832,427,32852,1354,36849,588,8213,479,8121,476,92,51,28636,694,5001600US5108,"Congressional District 8 (116th Congress), Virginia"
541674,1235,265441,841,205306,805,139896,1750,349,123,139547,1744,131180,1846,8367,703,65410,1756,60135,273,10016,569,9771,554,245,89,50119,613,276233,769,201513,691,125774,1544,89,54,125685,1542,119804,1446,5881,524,75739,1542,74720,337,8689,573,8519,558,170,84,66031,653,5001600US5109,"Congressional District 9 (116th Congress), Virginia"
460549,2302,227662,1497,189472,1376,163018,1391,1743,295,161275,1387,155722,1406,5553,512,26454,1021,38190,455,11713,500,11310,486,403,105,26477,494,232887,1366,188866,1268,139373,1547,219,88,139154,1546,134629,1574,4525,421,49493,1057,44021,531,8033,442,7864,445,169,70,35988,647,5001600US5110,"Congressional District 10 (116th Congress), Virginia"
362265,3060,178930,1865,149643,1743,129604,1768,3620,335,125984,1768,121066,1676,4918,496,20039,873,29287,605,9491,455,9184,443,307,121,19796,505,183335,1713,146679,1661,110799,1652,573,135,110226,1680,105390,1603,4836,549,35880,1231,36656,601,7272,445,7145,451,127,70,29384,674,5001600US5111,"Congressional District 11 (116th Congress), Virginia"
474292,3360,237168,2132,194314,2155,162544,1897,480,147,162064,1901,155684,1891,6380,580,31770,1067,42854,825,10096,499,9803,471,293,123,32758,810,237124,2077,186585,1935,132273,1844,68,39,132205,1848,127332,1859,4873,466,54312,1395,50539,896,7894,544,7724,548,170,107,42645,977,5001600US5301,"Congressional District 1 (116th Congress), Washington"
476941,3067,236434,1934,188448,1866,155918,1962,6095,621,149823,1923,142166,1966,7657,624,32530,1102,47986,731,9803,536,9448,516,355,114,38183,740,240507,1873,183494,1685,130500,1748,1127,223,129373,1733,123520,1747,5853,553,52994,1424,57013,797,7567,459,7333,462,234,85,49446,784,5001600US5302,"Congressional District 2 (116th Congress), Washington"
510085,1348,249951,757,195608,723,154888,1163,578,161,154310,1176,146440,1325,7870,647,40720,1078,54343,220,9594,562,9194,534,400,115,44749,565,260134,908,197608,858,132139,1385,101,104,132038,1379,125048,1309,6990,610,65469,1398,62526,268,7669,487,7411,484,258,95,54857,500,5001600US5303,"Congressional District 3 (116th Congress), Washington"
419139,2670,208552,1497,166361,1448,130540,1647,377,179,130163,1660,122929,1734,7234,621,35821,1159,42191,305,9111,518,8842,506,269,98,33080,620,210587,1543,163607,1507,110508,1692,19,25,110489,1690,104942,1623,5547,661,53099,1514,46980,333,5629,506,5354,497,275,115,41351,567,5001600US5304,"Congressional District 4 (116th Congress), Washington"
512940,1096,252800,719,200540,665,149700,1505,2048,330,147652,1507,139476,1566,8176,627,50840,1491,52260,161,9664,450,9397,435,267,93,42596,465,260140,688,198854,669,136510,1238,283,136,136227,1262,128788,1375,7439,607,62344,1390,61286,176,7307,422,7107,417,200,92,53979,450,5001600US5305,"Congressional District 5 (116th Congress), Washington"
485222,2111,242870,1349,181933,1308,140214,1402,11406,674,128808,1562,120888,1507,7920,722,41719,1113,60937,585,10464,603,10220,605,244,93,50473,854,242352,1423,173851,1288,116501,1473,1244,241,115257,1479,110160,1493,5097,511,57350,1284,68501,696,9040,583,8770,574,270,100,59461,855,5001600US5306,"Congressional District 6 (116th Congress), Washington"
494355,3853,248371,2714,207585,2526,179311,2404,651,212,178660,2396,172127,2317,6533,493,28274,1127,40786,954,10448,615,10188,624,260,111,30338,837,245984,2200,196055,2064,158815,2298,50,49,158765,2296,153296,2392,5469,574,37240,1272,49929,1035,9014,645,8877,612,137,113,40915,1009,5001600US5307,"Congressional District 7 (116th Congress), Washington"
